No,Teks,Sentimen,Confidence
10686,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10687,"Icon aceh",Netral,93.10%
10688,"",Netral,0.00%
10689,"Mesjid kebangaan rakyat Aceh",Positif,99.87%
10690,"Allah maha kuasa",Positif,70.04%
10691,"KIDE KUPI BANG KIE",Netral,98.34%
10692,"Suka sekali",Netral,65.34%
10693,"Mesjid kebanggaan rakyat Aceh",Positif,99.95%
10694,"",Netral,0.00%
10695,"Menentramkan hati",Positif,99.94%
10696,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10697,"Aceh landmark",Netral,92.32%
10698,"Terindah",Positif,76.35%
10699,"Masjid yang sangat indah",Positif,99.98%
10700,"Perkotaan",Netral,99.68%
10701,"Tempat yg menyenangkan",Positif,99.97%
10702,"Suka sekali",Netral,65.34%
10703,"👍",Netral,74.44%
10704,"Alhamdulillah senang baharia",Positif,99.97%
10705,"Visited on: Wait time: …",Netral,99.94%
10706,"Cantik bersih dan sempurna",Positif,99.80%
10707,"Rasanya damai banget",Positif,99.97%
10708,"Rumah Allah yg megah",Positif,91.75%
10709,"Segar..sejuk.. dan relegius",Positif,79.92%
10710,"Landmark of banda aceh",Positif,67.85%
10711,"Rumah Penuh Kasih Sayang",Positif,99.89%
10712,"",Netral,0.00%
10713,"",Netral,0.00%
10714,"Visited on: Wait time: …",Netral,99.94%
10715,"",Netral,0.00%
10716,"Tempat beribadah",Netral,97.36%
10717,"",Netral,0.00%
10718,"Tempat bersih dan indah",Positif,99.88%
10719,"Tempat yg paling indah",Positif,95.00%
10720,"Rumah Allah",Netral,66.49%
10721,"mesjid kebanggaan rakyak Aceh",Positif,99.86%
10722,"Tempat ternyaman",Positif,98.79%
10723,"Visited on: Wait time: …",Netral,99.94%
10724,"Tempat yang sangat nyaman",Positif,99.90%
10725,"Bagus sekali.",Positif,99.98%
10726,"Sangat membantu",Positif,99.98%
10727,"Nyaman dan tentram",Positif,99.18%
10728,"Ternyaman",Positif,96.23%
10729,"Wait time:",Netral,99.97%
10730,"Must visit place in Banda Aceh",Netral,56.49%
10731,"Senang sekali",Positif,99.98%
10732,"❤",Netral,74.44%
10733,"Suka sekali",Netral,65.34%
10734,"Visited on: Wait time: …",Netral,99.94%
10735,"sejuk dan nyaman",Positif,69.11%
10736,"The best Mesjid di Aceh",Positif,99.96%
10737,"",Netral,0.00%
10738,"😍",Netral,74.44%
10739,"Masjid Yang Penuh Sejarah",Netral,99.75%
10740,"Sangat bersih dan rapi",Positif,99.31%
10741,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10742,"👍",Netral,74.44%
10743,"Kereen dan luas banget",Positif,99.96%
10744,"Bersih dan Nyaman",Positif,99.15%
10745,"Nyaman dan tentram",Positif,99.18%
10746,"Tenang dan Nyaman Beribadah",Positif,99.45%
10747,"Masjid yang sangat indah",Positif,99.98%
10748,"Pas untuk wisata religi",Positif,99.88%
10749,"Meajis kebanggaan orang aceh,,,",Positif,99.96%
10750,"Serasa di Tanah Suci",Positif,99.82%
10751,"",Netral,0.00%
10752,"Mesjud yg megah dan undah",Negatif,99.75%
10753,"Adem sholat disitu",Netral,97.94%
10754,"",Netral,0.00%
10755,"😇😇",Netral,74.44%
10756,"",Netral,0.00%
10757,"Sungguh indah",Positif,99.94%
10758,"😍😍",Netral,74.44%
10759,"Tempat Wisata Ruhaniah Islamiyah",Netral,94.75%
10760,"Tempat paling mulia di Dunia",Positif,98.09%
10761,"👍👍",Netral,74.44%
10762,"Tempat yg sangat indah",Positif,99.96%
10763,"😃😃😃",Netral,74.44%
10764,"Sangat nyaman",Positif,99.44%
10765,"Alhamdulillah luar biasa",Positif,99.98%
10766,"Mesjid kesukaan warga Banda Aceh",Netral,95.38%
10767,"Sangat indah dan nyaman",Positif,99.93%
10768,"",Netral,0.00%
10769,"Menarik",Positif,98.21%
10770,"Sangat bagus",Positif,99.98%
10771,"Sangat bagus",Positif,99.98%
10772,"Tempat beribadah",Netral,97.36%
10773,"Teratur",Positif,71.40%
10774,"Luarbiasa",Positif,99.97%
10775,"",Netral,0.00%
10776,"",Netral,0.00%
10777,"Tempat ibadah favorit",Netral,99.97%
10778,"Tempat beribadah",Netral,97.36%
10779,"Sangat bagus",Positif,99.98%
10780,"Luarbiasa",Positif,99.97%
10781,"Banda aceh nan cantik",Positif,99.89%
10782,"Visited on: Wait time: …",Netral,99.94%
10783,"Serasa di Masjid di Mekkah",Positif,96.15%
10784,"Suka sekali",Netral,65.34%
10785,"👍👍👍",Netral,74.44%
10786,"Nikmat ibadahnya",Positif,99.96%
10787,"Tempat yang bersejarah",Netral,91.39%
10788,"Mesjid kebanggaan ureung Aceh",Positif,99.65%
10789,"Sangat bagus",Positif,99.98%
10790,"Bersih dan nyaman",Positif,99.15%
10791,"Masjid yang sangat indah",Positif,99.98%
10792,"Visited on:",Netral,99.98%
10793,"",Netral,0.00%
10794,"🙏🙏🙏",Netral,74.44%
10795,"Tdk ad",Netral,70.41%
10796,"Pemandangan penyejuk hati",Positif,90.22%
10797,"Maha besar allah",Positif,92.85%
10798,"Sangat indahnya",Positif,99.91%
10799,"Menyenangkan hati",Positif,99.96%
10800,"Indah sekali",Positif,99.97%
10801,"Sangat baik",Positif,98.73%
10802,"Bersih dan nyaman",Positif,99.15%
10803,"😍😍😍",Netral,74.44%
10804,"👍👍👍",Netral,74.44%
10805,"👍",Netral,74.44%
10806,"👍",Netral,74.44%
10807,"",Netral,0.00%
10808,"Masjid yang indah Subhanallah",Positif,99.98%
10809,"",Netral,0.00%
10810,"datang dan nikmatilah sendiri",Negatif,52.40%
10811,"Nyaman,tenang",Positif,99.32%
10812,"terasa seperti di madinah",Netral,69.00%
10813,"Tempat beribadah",Netral,97.36%
10814,"Nyaman dan adem",Netral,61.95%
10815,"Bagus dan nyaman",Positif,99.86%
10816,"Terbaik",Positif,99.66%
10817,"Masjid yang sangat indah",Positif,99.98%
10818,"Bangunnya megah dan indah",Positif,99.89%
10819,"",Netral,0.00%
10820,"Tempat ternyaman didunia",Positif,97.25%
10821,"Alhmdulillah Ya ALLAH..",Positif,99.83%
10822,"Tempat religius bintang 5",Positif,97.40%
10823,"aman banget dan nyaman",Positif,99.92%
10824,"Indahnya",Positif,99.95%
10825,"Suka sekali",Netral,65.34%
10826,"Pertahankan,teungku..",Positif,98.77%
10827,"👍",Netral,74.44%
10828,"Sangat damai dan tentramm",Positif,99.96%
10829,"Begitu indah rumah allah",Positif,99.96%
10830,"Takbir !",Positif,95.86%
10831,"😍",Netral,74.44%
10832,"Masjid penuh kharisma",Positif,99.92%
10833,"Ke aceh wajib ke MRB",Netral,97.29%
10834,"Sangat nyaman",Positif,99.44%
10835,"🤲",Netral,74.44%
10836,"nyaman dan sejuk",Positif,75.16%
10837,"Baik.",Netral,97.55%
10838,"",Netral,0.00%
10839,"Wait time:",Netral,99.97%
10840,"Visited on: Wait time: …",Netral,99.94%
10841,"Tempatnya indah buanget",Positif,99.98%
10842,"Adem, sejuk",Netral,99.86%
10843,"Subhanallah keren",Positif,99.99%
10844,"Mantap sejuk",Positif,96.80%
10845,"Indah dan sangat menawan",Positif,99.87%
10846,"Indah Menakjubkan..",Positif,99.94%
10847,"Sangat nyaman",Positif,99.44%
10848,"Terbaik",Positif,99.66%
10849,"Wahana religi dan rekreasi",Netral,65.49%
10850,"Alhamdulillah menyejukkan",Positif,99.85%
10851,"👍",Netral,74.44%
10852,"Indahnya",Positif,99.95%
10853,"Masjid Dambaan Masyarakat Aceh",Positif,99.98%
10854,"Bersih dan nyaman",Positif,99.15%
10855,"Baik",Positif,88.71%
10856,"Mesjid yang indah dan nyaman",Positif,99.94%
10857,"Sangat islami",Positif,99.95%
10858,"",Netral,0.00%
10859,"Megah dan history",Netral,92.04%
10860,"",Netral,0.00%
10861,"Mitra kerja yang baik",Positif,99.97%
10862,"",Netral,0.00%
10863,"Masjid kebanggaan rakyat Aceh",Positif,99.97%
10864,"Sangat bagus",Positif,99.98%
10865,"Beautiful Masjid",Positif,99.98%
10866,"",Netral,0.00%
10867,"",Netral,0.00%
10868,"Keren",Positif,99.98%
10869,"😎",Netral,74.44%
10870,"Terbaik",Positif,99.66%
10871,"👍👍👍",Netral,74.44%
10872,"Masjid ikon kota Banda Aceh",Positif,96.69%
10873,"Baik",Positif,88.71%
10874,"",Netral,0.00%
10875,"",Netral,0.00%
10876,"Bersih dan nyaman",Positif,99.15%
10877,"Menawan",Positif,98.61%
10878,"",Netral,0.00%
10879,"Seterus nya, ia",Netral,91.13%
10880,"Luarbiasa",Positif,99.97%
10881,"Yaman dan aman",Netral,94.79%
10882,"Indahnya",Positif,99.95%
10883,"Nyaman dan perfectc",Positif,95.59%
10884,"Terbaik",Positif,99.66%
10885,"",Netral,0.00%
10886,"Aicon banda aceh",Netral,99.85%
10887,"",Netral,0.00%
10888,"Indah dan akan selalu indah",Positif,99.97%
10889,"Rahmatan Lil Al-Amin",Positif,99.98%
10890,"Adem tenang Alhamdulillah",Positif,94.45%
10891,"Mashaallah 🤲",Positif,99.86%
10892,"",Netral,0.00%
10893,"Masjid yang sangat indah",Positif,99.98%
10894,"Mesjid Raya Baiturrahman kebanggan Rakyat Aceh",Positif,99.98%
10895,"",Netral,0.00%
10896,"",Netral,0.00%
10897,"👍",Netral,74.44%
10898,"Sangat megah dan mewah",Positif,84.55%
10899,"",Netral,0.00%
10900,"",Netral,0.00%
10901,"Mesjid yg teramat indah",Positif,99.92%
10902,"Ayo Shalat Berjamaah disini",Positif,99.64%
10903,"Pengantar surga kami",Positif,99.00%
10904,"Tempatnya seru banget,",Positif,99.98%
10905,"Visited on:",Netral,99.98%
10906,"Terbaik",Positif,99.66%
10907,"Sarana spiritual yang baik",Positif,99.31%
10908,"Visited on: Wait time: …",Netral,99.94%
10909,"",Netral,0.00%
10910,"Bersih dan indah",Positif,99.87%
10911,"Bersih dan nyaman",Positif,99.15%
10912,"mesjid kebanggaan umat islam",Positif,99.97%
10913,"",Netral,0.00%
10914,"Menyejukan hati..",Positif,99.94%
10915,"Visited on: Wait time: …",Netral,99.94%
10916,"Luar biasa",Positif,99.96%
10917,"",Netral,0.00%
10918,"Bagus dari turis jawa",Positif,99.89%
10919,"",Netral,0.00%
10920,"Tempat terindah dan nyaman.",Positif,99.46%
10921,"Masjid yang sangat indah",Positif,99.98%
10922,"Sangat membantu",Positif,99.98%
10923,"Masjid kebanggaan masyarakat Aceh",Positif,99.97%
10924,"",Netral,0.00%
10925,"",Netral,0.00%
10926,"Maasyaa Allah",Negatif,90.48%
10927,"arsitekturnya keren..,",Positif,99.98%
10928,"W Ow",Netral,99.40%
10929,"Alhamdulillah",Positif,99.97%
10930,"Sangat menapjupkan",Positif,99.76%
10931,"Masjid kenangan",Netral,95.90%
10932,"",Netral,0.00%
10933,"",Netral,0.00%
10934,"Luar biasa indah nya",Positif,99.94%
10935,"MRB BANDA ACEH",Netral,99.63%
10936,"Masyaallah bagus bangat",Positif,99.84%
10937,"",Netral,0.00%
10938,"Manajemennya buruk",Negatif,99.98%
10939,"Masya allah",Negatif,99.97%
10940,"👍",Netral,74.44%
10941,"Mesjid kebanggaan Aceh😍",Positif,99.65%
10942,"Megah dan bersih",Positif,99.04%
10943,"Mesjid Raya Baiturahman Aceh Indonesia",Netral,98.91%
10944,"Megah Sekali...👍🏿",Positif,98.89%
10945,"Sangat bagus",Positif,99.98%
10946,"Masjid kebanggaan masyarakat Aceh",Positif,99.97%
10947,"Siapa yg benci...",Negatif,99.95%
10948,"Mantap",Positif,99.97%
10949,"Masjid yang sangat indah",Positif,99.98%
10950,"Bersih dan nyaman",Positif,99.15%
10951,"",Netral,0.00%
10952,"",Netral,0.00%
10953,"",Netral,0.00%
10954,"",Netral,0.00%
10955,"",Netral,0.00%
10956,"",Netral,0.00%
10957,"MasyaAllah",Negatif,99.98%
10958,"",Netral,0.00%
10959,"Mesjid bersejarah",Netral,96.22%
10960,"👍👍👍",Netral,74.44%
10961,"😍😍",Netral,74.44%
10962,"Masyaallah adem nya",Negatif,64.45%
10963,"Rumah ibadah yang indah",Positif,99.93%
10964,"Bagus bersih",Positif,99.69%
10965,"😊",Netral,74.44%
10966,"Masjid termegah di aceh",Positif,99.64%
10967,"menarik",Positif,98.21%
10968,"",Netral,0.00%
10969,"Subhanallaaah indah sekali👍🏻👍🏻",Positif,99.92%
10970,"Tempat beribadah",Netral,97.36%
10971,"Khusyuk",Positif,99.04%
10972,"",Netral,0.00%
10973,"Masjid yang sangat indah",Positif,99.98%
10974,"Megah dan penuh sejarah",Netral,66.55%
10975,"Lebih indah dan cantik",Positif,99.64%
10976,"Terbaik",Positif,99.66%
10977,"Masjid kebanggaan masyarakat Aceh",Positif,99.97%
10978,"Wajah madina di tanah aceh",Netral,99.98%
10979,"Akan menuju ke sana",Netral,99.17%
10980,"",Netral,0.00%
10981,"Mesjid kebanggaan orang Aceh",Positif,99.89%
10982,"",Netral,0.00%
10983,"🤗",Netral,74.44%
10984,"Banyak2 sedekah",Positif,99.89%
10985,"",Netral,0.00%
10986,"Mesjid nya indah",Positif,99.97%
10987,"bersih dan nyaman",Positif,99.15%
10988,"",Netral,0.00%
10989,"Bersih dan nyaman",Positif,99.15%
10990,"Visited on: Wait time: …",Netral,99.94%
10991,"Alhamdulilah tiasa netepan didieu",Positif,71.11%
10992,"Chocolatos mamamia lezatos",Netral,99.91%
10993,"Parkir agak susah",Negatif,99.84%
10994,"",Netral,0.00%
10995,"",Netral,0.00%
10996,"Rumah Ibadah Masyarakat Aceh",Netral,99.93%
10997,"Indahnya",Positif,99.95%
10998,"",Netral,0.00%
10999,"Masjid kebanggaan ureung aceh",Positif,99.90%
11000,"",Netral,0.00%
11001,"",Netral,0.00%
11002,"Kenangan terbaik",Positif,99.76%
11003,"",Netral,0.00%
11004,"Visited on: Reservation recommended:",Netral,99.87%
11005,"",Netral,0.00%
11006,"",Netral,0.00%
11007,"",Netral,0.00%
11008,"Bersejarah..",Netral,87.56%
11009,"Mantap",Positif,99.97%
11010,"Berkesan",Positif,99.96%
11011,"Sejuk dan menenangkan.",Netral,92.90%
11012,"",Netral,0.00%
11013,"Sangat menyenangkan.",Positif,99.98%
11014,"mesjid yang bersejarah",Netral,97.83%
11015,"",Netral,0.00%
11016,"👍👍👍",Netral,74.44%
11017,"Mesjid yang sangat indah",Positif,99.96%
11018,"",Netral,0.00%
11019,"Adem banget 😆😆",Positif,72.79%
11020,"Sangat bagus",Positif,99.98%
11021,"Lage haba nyan",Netral,99.58%
11022,"Sangat bagus",Positif,99.98%
11023,"مسجد جميل",Netral,82.07%
11024,"",Netral,0.00%
11025,"Mantap...",Positif,99.99%
11026,"Mesjid kebanggan aceh",Positif,99.90%
11027,"",Netral,0.00%
11028,"Memuaskan",Positif,99.71%
11029,"Dahsyat menyejukkan hati",Positif,99.97%
11030,"Visited on:",Netral,99.98%
11031,"Indah, full marmer",Positif,96.27%
11032,"Memukulkan Hati",Negatif,99.96%
11033,"Mesjid nya para shuhada",Netral,97.49%
11034,"",Netral,0.00%
11035,"Ademm..",Netral,98.42%
11036,"Tempat ternyaman 😇",Positif,92.32%
11037,"👍👍👍",Netral,74.44%
11038,"😊",Netral,74.44%
11039,"Nyaman & luas",Positif,70.29%
11040,"Bangga jadi orang Aceh",Positif,99.99%
11041,"Sangat nyaman",Positif,99.44%
11042,"Utamakan sholat",Positif,96.20%
11043,"",Netral,0.00%
11044,"Senang sekali",Positif,99.98%
11045,"Visited on: Wait time: …",Netral,99.94%
11046,"Subhanallah 😊",Positif,91.01%
11047,"",Netral,0.00%
11048,"Masjid kebanggaan Masyarakat Aceh, dan juga indonesia,,,",Positif,99.97%
11049,"Masjid Kebanggaan Provinsi Aceh",Positif,99.95%
11050,"Sejuk....",Netral,80.71%
11051,"Tempat ibadah sejarah",Netral,99.96%
11052,"Indah....",Positif,99.98%
11053,"sangat menarik",Positif,99.90%
11054,"Tambah bagus dan anggun",Positif,99.87%
11055,"Mesjid bersejarah Aceh",Netral,96.94%
11056,"Rumah Allah sangat indah",Positif,99.95%
11057,"Menyejukkan hati",Positif,99.95%
11058,"",Netral,0.00%
11059,"The mosque of Banda Aceh.. Baiturrahman..",Netral,99.96%
11060,"",Netral,0.00%
11061,"subhanallah",Positif,98.99%
11062,"Mesjid kebanggaan ureung Aceh",Positif,99.65%
11063,"",Netral,0.00%
11064,"Parkir agak mahal.",Negatif,99.91%
11065,"Nyaman.",Netral,62.76%
11066,"Bagus dan mantap",Positif,99.98%
11067,"",Netral,0.00%
11068,"Bagus",Positif,99.93%
11069,"Sejuk, nyaman, Alhamdulillah",Netral,51.78%
11070,"Mengenal sejarah aceh",Netral,99.97%
11071,"Bersih, nyaman",Positif,99.14%
11072,"bersih indah dan rapih",Positif,98.39%
11073,"👍",Netral,74.44%
11074,"",Netral,0.00%
11075,"Masjid kebanggaan masyarakat Aceh",Positif,99.97%
11076,"Bersih, adem, wangi 😍",Positif,57.65%
11077,"",Netral,0.00%
11078,"Bagus",Positif,99.93%
11079,"Subhanallah",Positif,98.99%
11080,"Senang sekali",Positif,99.98%
11081,"👍",Netral,74.44%
11082,"",Netral,0.00%
11083,"Mesjid kebanggaan ureung Aceh",Positif,99.65%
11084,"👍👍👍👍🥰🥰🥰",Netral,74.44%
11085,"Masjid baiturrahman malam hari",Netral,99.42%
11086,"Mrsjis indah di Aceh",Netral,86.23%
11087,"Rawrrrr",Netral,97.01%
11088,"bgs dan ctk",Netral,99.96%
11089,"Indah ,bersih dan nyaman",Positif,99.83%
11090,"Keindahan tanpa batas.",Positif,96.75%
11091,"tenang untuk jiwa",Positif,99.91%
11092,"Luar biasa tempat ini",Positif,99.98%
11093,"Sangat membantu",Positif,99.98%
11094,"",Netral,0.00%
11095,"Mesjid yg megah",Positif,91.07%
11096,"Mesjid yg megah",Positif,91.07%
11097,"keren dan bersejarah",Positif,99.97%
11098,"",Netral,0.00%
11099,"Masjid kebanggaan masyarakat Aceh",Positif,99.97%
11100,"Indah...",Positif,99.98%
11101,"Indahnya mesjid baiturrahman",Positif,99.97%
11102,"The most encient holy Mosque...",Netral,98.37%
11103,"",Netral,0.00%
11104,"😍😍😍😍",Netral,74.44%
11105,"",Netral,0.00%
11106,"",Netral,0.00%
11107,"Wonderful of Aceh",Positif,99.86%
11108,"Mesjid kebanggaan ureong Aceh",Netral,72.44%
11109,"الحمد لله الله اكبر",Netral,90.03%
11110,"Mesjid besar agung di aceh",Netral,99.92%
11111,"Celitra bahtera mahkota atjeh",Netral,73.79%
11112,"sangatlah indah rumah Allah",Positif,99.94%
11113,"",Netral,0.00%
11114,"Visited on: Wait time: …",Netral,99.94%
11115,"",Netral,0.00%
11116,"indahnya",Positif,99.95%
11117,"Megah",Positif,97.72%
11118,"",Netral,0.00%
11119,"Masjid sejarah aceh",Netral,99.80%
11120,"Warisan budaya islam di aceh",Netral,99.93%
11121,"👍👍👍👍",Netral,74.44%
11122,"Mesjid yg megah",Positif,91.07%
11123,"Visited on: Wait time: …",Netral,99.94%
11124,"Indah dan keren",Positif,99.97%
11125,"",Netral,0.00%
11126,"Bagus dan menyenangkan",Positif,99.98%
11127,"keren,adem",Positif,99.74%
11128,"Tidak ada dua di Indonesia",Netral,99.91%
11129,"Masjid kebanggaan Masyarakat Aceh",Positif,99.97%
11130,"Merindukan, ingin kesana lagi!!!!",Netral,98.14%
11131,"Sangat mantap",Positif,99.95%
11132,"",Netral,0.00%
11133,"Selalu ku rindukan",Netral,78.38%
11134,"Megah",Positif,97.72%
11135,"Mesjid terwow di Asia Tenggara",Netral,99.87%
11136,"Visited on: Wait time: …",Netral,99.94%
11137,"Visited on:",Netral,99.98%
11138,"",Netral,0.00%
11139,"👍👍👍👍",Netral,74.44%
11140,"Masjid kebanggan masyarakat Aceh",Positif,99.98%
11141,"Sagat bagus dan indah",Positif,99.97%
11142,"",Netral,0.00%
11143,"masjid raya di banda aceh",Netral,99.94%
11144,"Liar biasa indah",Positif,76.40%
11145,"Alhamdulillah berkah",Positif,99.97%
11146,"",Netral,0.00%
11147,"Tempat sholat khusuk",Positif,91.92%
11148,"Sejuk Alhamdulillah",Netral,99.13%
11149,"SANGAT MANTABB",Positif,99.97%
11150,"",Netral,0.00%
11151,"Tempat teradem",Netral,98.58%
11152,"",Netral,0.00%
11153,"👍👍👍",Netral,74.44%
11154,"",Netral,0.00%
11155,"Hebat",Positif,99.98%
11156,"bersih dan indah",Positif,99.87%
11157,"Heritage yang harus dijaga",Positif,99.81%
11158,"Cantik Megah dan Nyaman",Positif,98.48%
11159,"Alhamdulilah.",Positif,99.96%
11160,"Tempat beribadah",Netral,97.36%
11161,"mahal sekali",Negatif,99.95%
11162,"",Netral,0.00%
11163,"Visited on: Wait time: …",Netral,99.94%
11164,"👍👍👍👍",Netral,74.44%
11165,"Sudah tak seindah dulu",Negatif,99.68%
11166,"Showroom resmi area Aceh",Netral,99.97%
11167,"Mesjid yang bersejarah",Netral,97.83%
11168,"Nyaman...",Positif,99.66%
11169,"",Netral,0.00%
11170,"Tempat Ibadah yang nyaman",Positif,99.94%
11171,"😍😍😍😍",Netral,74.44%
11172,"Visited on: Wait time: …",Netral,99.94%
11173,"Buku 24 jam",Netral,99.65%
11174,"😇😇😇😇",Netral,74.44%
11175,"Sangat nyaman",Positif,99.44%
11176,"Kota yg islami bgt",Positif,99.97%
11177,"MASYA ALLAH INDAH NYA RUMAH ALLAH",Positif,99.85%
11178,"Sangat nyaman",Positif,99.44%
11179,"",Netral,0.00%
11180,"Megah...",Positif,99.77%
11181,"Adem dan religius",Netral,94.74%
11182,"Bagus...",Positif,99.99%
11183,"Mesjid kebanggaan org Aceh",Positif,99.91%
11184,"Sangat nyaman",Positif,99.44%
11185,"Luar biasaaa😊😚",Netral,98.15%
11186,"Sangat nyaman",Positif,99.44%
11187,"Singgah sebentar shokat dhuhur",Netral,99.97%
11188,"Masjid termegah di aceh",Positif,99.64%
11189,"Nyaman kali",Netral,49.77%
11190,"Luar biasa",Positif,99.96%
11191,"Masjid Rayeuk kota Banda Aceh",Netral,98.88%
11192,"sangat indah sekali",Positif,99.94%
11193,"pengen bgt aya kesini....",Positif,99.97%
11194,"",Netral,0.00%
11195,"",Netral,0.00%
11196,"Kereeen",Positif,99.98%
11197,"",Netral,0.00%
11198,"Sejuuk...",Netral,99.36%
11199,"",Netral,0.00%
11200,"Relify Aceh banget..,",Positif,99.96%
11201,"Sangat nyaman",Positif,99.44%
11202,"Mesjid Raya Baiturrahman",Positif,86.15%
11203,"",Netral,0.00%
11204,"Masjid sejarah aceh",Netral,99.80%
11205,"",Netral,0.00%
11206,"Mesjid termegah di aceh",Positif,95.80%
11207,"Alhamdulillah",Positif,99.97%
11208,"Subhanallah..., Walhamdulillah..., Allahuakbar",Positif,99.98%
11209,"",Netral,0.00%
11210,"Mesjid Kebanggaan Masyarakat Aceh",Positif,99.96%
11211,"Indah sekali",Positif,99.97%
11212,"Masjid yg megah",Positif,99.62%
11213,"",Netral,0.00%
11214,"",Netral,0.00%
11215,"Istana allah d bumi",Netral,94.20%
11216,"Sangat indah",Positif,99.92%
11217,"Mantap banget",Positif,99.96%
11218,"Bersih dan syahdu",Positif,98.57%
11219,"",Netral,0.00%
11220,"Pengajian",Netral,99.72%
11221,"masjid yang legendaris di Banda Aceh.",Netral,99.96%
11222,"Ramai dan damai",Positif,99.62%
11223,"Visited on:",Netral,99.98%
11224,"Sangat nyaman",Positif,99.44%
11225,"Sangat2 Indah",Positif,99.97%
11226,"Sangat baik",Positif,98.73%
11227,"bagusss banget",Positif,99.99%
11228,"Indah dan sejuk",Netral,58.39%
11229,"Visited on: Wait time: …",Netral,99.94%
11230,"Masjid yg megah",Positif,99.62%
11231,"",Netral,0.00%
11232,"",Netral,0.00%
11233,"Maha Besar Allah ❤",Positif,90.60%
11234,"",Netral,0.00%
11235,"Dingin, nyaman",Netral,99.90%
11236,"",Netral,0.00%
11237,"",Netral,0.00%
11238,"Masjid yg megah",Positif,99.62%
11239,"Masjid yg Indah",Positif,99.97%
