No,Teks,Sentimen,Confidence
8440,"sholat disini enak karena diimami oleh hafiz quran",Positif,99.98%
8441,"Istimewa",Positif,99.68%
8442,"Visited on: Wait time:",Netral,99.96%
8443,"Tiket naik menara Rp10.000,-",Netral,99.91%
8444,"Masjid nya bagus aku pingin ke sana",Positif,99.98%
8445,"Bagus, tapi sepertinya kurang perawatan",Negatif,99.23%
8446,"terimakasih 🙏",Netral,83.89%
8447,"Masjid yang terbangun dengan pondasi ketakwaan hamba-hamba Allah",Positif,99.98%
8448,"dari tempat wudlu ke tempat salat berjamaah butuh waktu lama",Negatif,56.34%
8449,"",Netral,0.00%
8450,"Tempat yg sangat indah",Positif,99.96%
8451,"Nyaman bersih sejuk",Netral,66.91%
8452,"Destinasi wisata religi dg keindahan arsitekturnya",Netral,89.07%
8453,"Kalo solat didlm merasa adem nyaman",Positif,92.66%
8454,"apik",Positif,98.83%
8455,"Masjid yang sangat besar. Bagus dan Bersih.",Positif,99.98%
8456,"masjid paling besar se jawa tengah",Netral,92.53%
8457,"Saya cintai masjid Dari mas Khalis Banuwisesa Indonesia",Positif,99.99%
8458,"Wisata pagi yg damai bersama keluarga",Positif,99.82%
8459,"MasyaAllah masjid terbesar se jateng",Positif,96.79%
8460,"Indah sekali mesjid agung ne Masyaallah...",Positif,99.97%
8461,"Ya kelihatanya sngat nyaman suasana mampir sbentar",Netral,70.23%
8462,"Pengen Dateng pas payungnya mekar tapi belum sempet...",Netral,99.89%
8463,"Tempat luas dan nyaman, masjid yang indah",Positif,99.97%
8464,"Bagus sekali, fasilitas nya, pelayanan memuaskan",Positif,99.96%
8465,"Sejuk dan luas untuk beribadah",Positif,97.57%
8466,"Masjid yg begitu nyaman untuk di singgahi",Positif,99.96%
8467,"Jangan lupa naik menara masjid y",Netral,99.22%
8468,"Mampir jumatan di mesjid agung jawa tengah.. 😊",Netral,99.98%
8469,"Bagus, megah dan indah",Positif,99.87%
8470,"Nyaman buat solat disini",Positif,51.40%
8471,"Tempatnya adem ayem tentrem kerto raharjo..👍👍",Positif,99.91%
8472,"",Netral,0.00%
8473,"Bagus sekali masjidnya subhanallah",Positif,99.99%
8474,"Masjid yang sangat unik secara arsitektur",Positif,83.22%
8475,"Mesjid megah...mewah dan luar biasa",Positif,99.72%
8476,"",Netral,0.00%
8477,"Masjid yg sangat bagus dan megah",Positif,99.95%
8478,"Ketika ke sini Adem hawanya ramai pengunjung hehee",Netral,95.83%
8479,"Kesan pertama..megahhh pgn blk lg sholat disitu..😍😍",Netral,99.43%
8480,"Sahabat Muslim kalau ke Semarang jangan lupa ke Mesjid Agung Semarang",Netral,99.89%
8481,"Bagi yg ingin wisata religi...",Positif,98.98%
8482,"Tempatnya enak buat wisata religi",Positif,99.97%
8483,"Akses jalan pada jam jam tertentu sering macet",Netral,95.78%
8484,"Tempat paling istimewa di Jawa tengah tepatnya di bagian kota Semarang",Netral,99.48%
8485,"masjid terbesar bangunannya juga megah",Positif,99.59%
8486,"Luas dan nyaman banget Masjidnya",Positif,99.99%
8487,"Salah satu deatinasi wisata religi yang bagus",Positif,99.98%
8488,"Alhamdulillah kesekian kalinya saya berkunjung kesini",Positif,99.84%
8489,"Tempat beribadah, selain itu bisa juga untuk wisata religi",Positif,95.58%
8490,"Wisata religi..kayak d kota madinah",Negatif,51.36%
8491,"Sejuk bgt masjidnya",Positif,51.01%
8492,"Menarik,keren,tenang,nyaman siiiipppp...",Positif,99.96%
8493,"Tempat yg istimewa di semarang saya paling suka kalo majt",Positif,52.24%
8494,"Sayang banget pas kesana payung nya ga kebuka 😥",Negatif,99.93%
8495,"Selalu takjub dengan keindaan dan kemegahan masjid ini.",Positif,99.94%
8496,"Tempat bagus cocok untuk wisata religi",Positif,99.98%
8497,"Masjid yang paling luas di jawa tengah",Netral,99.96%
8498,"Solat Jumat",Netral,99.89%
8499,"Bersih",Positif,97.14%
8500,"Masjid Agung Semarang atau juga di sebut masjid Agung Jateng, terletak di pusat kota Semarang",Netral,99.98%
8501,"Tempa yang indah untuk bertafakur......... semoga......",Positif,99.97%
8502,"Kerenn abis",Positif,99.98%
8503,"Indah,keren,nyaman dan cocok buat wisata religi",Positif,99.98%
8504,"masjidnya bagus arsitek seperti di arab",Positif,99.98%
8505,"Masjidnya bagus",Positif,99.98%
8506,"Mesjid yg bagus dengan menara yg tinggi",Positif,99.58%
8507,"Masjidnya orang semarang&jawa tengah",Netral,99.95%
8508,"Masjidnya bagus tapi kebersihannya yang kurang",Negatif,99.97%
8509,"Masjidnya besar, megah dan luas",Positif,99.85%
8510,"Bagus sekali,,,",Positif,99.99%
8511,"Dekat kota,bs mampir saat mo ibadah",Netral,74.21%
8512,"Sangat bagus tempat parkir luas",Positif,99.72%
8513,"Ada Al Qur'an Akbar dilantai 3",Netral,99.94%
8514,"Tempat tidak terawat,tempat Wudhu pengap",Negatif,99.96%
8515,"Banyak tempat yang tidak terawat dgn baik",Negatif,99.97%
8516,"Menara pandangnya cocok untuk lihat sunset",Positif,69.86%
8517,"Subhanallah Allahu Akbar",Positif,99.80%
8518,"Semoga Alloh senantiasa memberikan hidayah dan berkahNya",Positif,99.97%
8519,"masjidnya bagus",Positif,99.98%
8520,"",Netral,0.00%
8521,"Visited on:",Netral,99.98%
8522,"Luarbisa subhanallah",Positif,99.95%
8523,"Alkhamdulillah tempat yang menyejukkan hati.",Positif,99.98%
8524,"Luar biasa indah.. Dan menjukkan jiwa",Positif,99.96%
8525,"Visited on:",Netral,99.98%
8526,"Tempat nyaman buat berdoa dan rehat",Positif,99.94%
8527,"sering saya kesini antara waktu Sholat Dhuhur, Asar, sama Maghrib",Netral,99.66%
8528,"Masjidnya megah dan bagus",Positif,99.98%
8529,"Luas bersih tertata lingkungan",Positif,99.91%
8530,"Tempat ibadah sekaligus rekreasi religi",Positif,89.45%
8531,"Besar, nyaman, tertib, Terima kasih kpd Bapak Takmir",Positif,99.97%
8532,"Kenangan terbaik saat bersama teman-teman ku",Positif,99.62%
8533,"Tempat ini termasuk masjid terbesar di Jawa tengah",Netral,96.58%
8534,"Josss bersih nyaman megah top markotop sekali",Positif,99.87%
8535,"Bangunan megah dan indah tapi suhu udara nya panas",Negatif,99.95%
8536,"Serasa kayak di timur tengah gtu hhh",Negatif,73.39%
8537,"Bersih nyaman",Positif,99.01%
8538,"Tempat ibadah buat para muslim, tempat yang luas",Positif,99.98%
8539,"Tempat yg pas utk kegiatan agama",Positif,99.81%
8540,"Bagus banget",Positif,99.98%
8541,"",Netral,0.00%
8542,"Wisata religi",Netral,82.79%
8543,"Tempat yang sangat indah",Positif,99.95%
8544,"Seperti masjid di arab tapi gaya nusantara..",Netral,99.95%
8545,"Buat foto keren bgt",Positif,99.97%
8546,"Nyaman n bersih n dari arsitekturnya megah..",Positif,99.92%
8547,"Dahsyat. Bisa buat wisata religi juga",Positif,99.98%
8548,"Karena masjidnya beesarrrrr bangeeet",Positif,95.78%
8549,"Kesana jalan jalan malam",Netral,99.91%
8550,"Masjid yg memiliki payung2 besar",Netral,99.66%
8551,"Bersih . Rapi. Lega. Excelent",Positif,98.92%
8552,"Masya Alloh...",Negatif,99.98%
8553,"Luasss banget",Positif,98.52%
8554,"Tempatnya luas bersih dan rapi",Positif,99.93%
8555,"Visited on: Wait time: …",Netral,99.94%
8556,"masih sama seperti dulu pertama ketempat ini",Netral,97.44%
8557,"Ruang utama sholatnya luas dan nyaman",Positif,99.82%
8558,"Baguss",Positif,99.98%
8559,"Indahnya rumah Allah",Positif,99.95%
8560,"Cocok buat ibadah cocok buat mengisi liburan",Positif,99.92%
8561,"Masjidnya luas.",Positif,99.92%
8562,"sesuatu yg tak terlupakan selalu pengen balik lagi ketempat itu..",Positif,99.78%
8563,"Nyaman untuk beribadah, tempat juga luas...",Positif,99.98%
8564,"Punya banyak sejarah masjid yang ternilai",Positif,49.99%
8565,"",Netral,0.00%
8566,"Alhamdulillah,bisa berkunjung di rumah Allah Semarang",Positif,94.84%
8567,"Bagus musium nya aku pengen kesana lagi",Positif,99.97%
8568,"Suka 😍😍😍",Netral,92.26%
8569,"Luas, keren, sayang payungnya kayaknya rusak",Negatif,99.58%
8570,"Baguss bangeett,,😍😍anak2 juga suka sekali di sini,,next time ke sini lagi,,",Positif,99.98%
8571,"Alhamdulillah bisa mampir",Positif,89.91%
8572,"",Netral,0.00%
8573,"Icon nya Jawa Tengah,,, MAJT",Netral,99.88%
8574,"Untuk kebersihan toilet nya mohon dijaga ya...",Netral,99.22%
8575,"Tempatnya cukup luas, nyaman",Positif,99.82%
8576,"Masjid e baguss, dan cukup bersih",Positif,99.96%
8577,"Convention hall luas buat perhelatan",Netral,73.34%
8578,"Baguss, tapi sayang kadang ada yg minta2.",Negatif,98.55%
8579,"Masjid yg bagus dikampung halaman",Positif,99.64%
8580,"Tempat yg nyaman utk beribadah",Positif,99.92%
8581,"Tempatnya luas dan nyaman untuk ibadah",Positif,99.97%
8582,"Bagus cuman ada bbrp fasilitas yang rusak",Negatif,99.51%
8583,"Tempatnya megah seperti Madinah ada payungnya",Positif,99.92%
8584,"Masjid agung Semarang",Netral,97.35%
8585,"Terawat dengan baik",Positif,99.65%
8586,"Salah satu masjid terindah Di indonesia",Positif,99.96%
8587,"MasyAllah bagus banget",Positif,99.97%
8588,"Parkir luas, mesjid nyaman semriwing",Positif,99.74%
8589,"Masjid agung semarang. Sungguh menabjubkan.",Positif,99.98%
8590,"Visited on: Wait time: …",Netral,99.94%
8591,"ishoma mampir ke MAJT",Netral,99.96%
8592,"Kerasa banget kagumnya",Positif,99.98%
8593,"bagus gede, luas tp sepi jamaah",Negatif,99.36%
8594,"Bagus tempat nya, recommended lah pokok nya untuk di kunjungi.",Positif,99.97%
8595,"Tempat luas, bagus, nyaman, dekat jalan raya",Positif,99.93%
8596,"Visited on: Wait time: …",Netral,99.94%
8597,"Sekarang kotor masjid ini. Sampah berserakan",Negatif,99.98%
8598,"Tempat ibadah umat Islam ,luas tempat nya",Netral,99.97%
8599,"Fasilitas lengkap, parkir luas, ada convention",Positif,99.85%
8600,"Salah satu masjid kebanggaan warga jawa tengah",Positif,99.86%
8601,"Salah satu tempat wisata religi yang bagus",Positif,99.97%
8602,"Masjidnya megah dan keren",Positif,99.98%
8603,"",Netral,0.00%
8604,"Campuran arsitektur klasik, timur tengah dan jawa yg eksotik",Netral,94.10%
8605,"Sekarang ada kolam di depan, bagus sekali",Positif,99.96%
8606,"Tempatnya adem banget",Positif,99.74%
8607,"Seru, luas tp gersang",Netral,94.62%
8608,"Tempaf favorit.. luas .. pemandangan bagus..",Netral,94.15%
8609,"Pintu Toilet sdh harus dipelihara lagi",Positif,99.25%
8610,"Super Mantab",Positif,99.91%
8611,"Gede.. Oke lah buat wisata rohani dan selfie2",Positif,99.80%
8612,"Nyaman utk sholat berjamaah",Positif,99.65%
8613,"Visited on: Wait time: …",Netral,99.94%
8614,"Ada menaranya",Netral,91.45%
8615,"Keindahan arsitektur bikin nyaman dalam beribadah",Positif,99.94%
8616,"Wista religi, tempat yang bersih dan nyaman",Positif,99.94%
8617,"Lokasiny nyaman, parkir luas",Positif,99.95%
8618,"tempatnya adem dan enak buat sholat",Positif,99.90%
8619,"Alhamdulillah Masjid yang nyaman untuk beribadah",Positif,99.99%
8620,"Tempat yg indah.. Arsitekturnya keren",Positif,99.98%
8621,"Tempat ibadah sekaligus wisata religi",Netral,94.67%
8622,"Satu2nya Masjid terbesar di JATENG dan termegah",Positif,99.58%
8623,"Alhamdulillah , Sholat Ied 1442H di Masjid Agung Jawa Tengah",Netral,99.88%
8624,"Suasana sore hari",Netral,99.98%
8625,"Tempat bersih dan indah",Positif,99.88%
8626,"Semoga bisa kembali ke tempat ini bersama keluarga",Positif,99.80%
8627,"Masjidnya luas",Positif,99.95%
8628,"🤗🤗🤗",Netral,74.44%
8629,"Megah dan mewah keren.. ( Subscribe channel YouTube UZ channel )",Positif,99.72%
8630,"toilet umumnya perlu perbaikan 🙏🙏",Netral,51.06%
8631,"Resepsi pernikahan ibu Endang Kustantini, tempat nyaman",Netral,99.82%
8632,"Kamar mandi dan toilet banyak yg rusak",Negatif,99.97%
8633,"Liat payung nya kebuka ngga keturutan mulu",Negatif,99.96%
8634,"Ada tempat terapi bekam nya",Netral,99.93%
8635,"",Netral,0.00%
8636,"Sngat enak buat wisata religi",Positif,99.97%
8637,"klo ke semarang jangan lupa untuk mampir kesini gaes.....!",Positif,97.80%
8638,"Bersih dan bagus, ibadah jadi menyenangkan",Positif,99.94%
8639,"salah satu tujuan wisata di Semarang. welcome gaesss",Netral,99.36%
8640,"Salah satu tempat ibadah yg sangat indah",Positif,99.98%
8641,"Keindahan luarbiasa",Positif,99.93%
8642,"Mampir sholat sekalian wisata",Netral,99.95%
8643,"Bagus .....",Positif,99.98%
8644,"Rekomemdasi untuk beribdah Dan wisata religi di kota semarang",Netral,99.96%
8645,"Masjidnya bagus mirip dengan masjid nabawi",Positif,99.98%
8646,"Tempat ibadah yang komplit dan fasilitas yang moderen",Positif,99.94%
8647,"Sholat disini serasa shalat di masjid nabawi",Positif,99.90%
8648,"luas nyaman sekali untuk beribadah",Positif,99.85%
8649,"Salah satu alternatif wisata religi di semarang",Positif,98.65%
8650,"Ini adalah masjid agung paling luas di Jawa tengah",Netral,99.96%
8651,"Kurang terawat, sangat di sayangkan.",Negatif,99.99%
8652,"",Netral,0.00%
8653,"Tempat yang bagus untuk beribadah, wisata religi",Positif,99.98%
8654,"Desain & arsitektur yang indah",Positif,99.93%
8655,"Masjidnya gedhe dan keren",Positif,99.97%
8656,"Selalu kesini kalau ke semarang",Netral,62.84%
8657,"Subhanalloh.... Design kombinasi budaya jawa, arab, eropa.....",Positif,89.64%
8658,"Lantai bawah parkir perlu diperbaiki",Negatif,60.44%
8659,"Salah satu tempat wisata wajib bila ke smg",Positif,89.88%
8660,"Masjid terbagus yang pernah saya kunjungi",Positif,99.93%
8661,"Salah satu masjid dengan arsitektur yang keren 👍",Positif,99.97%
8662,"Jos keangan yg tak terlupakan Puanase polll",Netral,91.68%
8663,"Tiap minggu pagi ada pengajian",Netral,99.96%
8664,"Bagus",Positif,99.93%
8665,"Megah, arsitektur nya keren, parkir luaa",Positif,99.88%
8666,"Harus disinggahi jika ke semarang",Netral,99.34%
8667,"Parkir luas dan masjidnya luas dan tenang",Positif,99.89%
8668,"Pusat terapi bekam ada disini",Netral,99.26%
8669,"Tgl 25 Desember 2015 piknik kesana",Netral,99.89%
8670,"Bisa buat ibadah ataupun melepas lelah",Positif,86.83%
8671,"Lengang,teratur,rapi,bersih",Positif,90.44%
8672,"Tempat yang 'wajib' dikunjungi kalo lagi kesemarang",Netral,99.95%
8673,"masjid nya gede dan megah",Positif,99.79%
8674,"Air mncur nya ga pernah nyal",Negatif,99.98%
8675,"Tolong Takmir Masjid, perhatikan kebersihannya.",Negatif,76.75%
8676,"Tempat yg baik untuk ibadah dan rekreasi",Positif,99.91%
8677,"Masjid Agung Jawa Tengah (MAJT) adalah Masjid yang bagus dan cocok untuk wisata religi,",Positif,99.52%
8678,"Tempat khusuk ibadah... Parkir luad",Netral,75.41%
8679,"Sejuk",Netral,98.70%
8680,"Masjid agung jawa tengah yg sangat megah",Netral,99.38%
8681,"Bagus tempatnya, parkirnya luas",Positif,99.97%
8682,"",Netral,0.00%
8683,"Masjid penuh pesona, sejarah dan berkah.",Positif,99.70%
8684,"Bisa melihat kota semarang dari atas menara",Positif,87.02%
8685,"Tempat luas dan arsitekturnya indah.",Positif,99.97%
8686,"Fasilitas umum yang sering digunakan sering kurang baik",Negatif,99.95%
8687,"",Netral,0.00%
8688,"Indah",Positif,99.83%
8689,"Bersih, nyaman. Ikon semarang & jawa tengah.",Positif,99.91%
8690,"Masjid bagus dan luas",Positif,99.97%
8691,"Parkir luas wisata menara bagus",Positif,99.96%
8692,"Akhirnya balik lagi ke masjid agung semarang",Netral,99.91%
8693,"Masjid yg sangat megah dan indah",Positif,99.91%
8694,"Jos tenan",Positif,99.89%
8695,"Sekarang kurang terawat, tolong ditingkatkan...",Negatif,99.89%
8696,"simetris",Netral,99.24%
8697,"Gak tau ya kalo disana rasanya adem sejuk",Netral,97.21%
8698,"Tempat ibadah sekaligus tempat wisata",Netral,99.55%
8699,"Sangat bagus untuk dijadikan tempat refreshing agamis",Positif,99.98%
8700,"bagus tapi pas kesana payung tdk terbuka",Negatif,96.89%
8701,"Cocok untuk keluarga",Positif,99.87%
8702,"Bagus",Positif,99.93%
8703,"Baru pertama kali...seperti di Makah Al Karomah",Netral,99.84%
8704,"Alhamdulillah adem lantai masjidnya",Positif,99.26%
8705,"Bagus masjidnya dan juga besar",Positif,99.96%
8706,"tempat ibadah yg keren di semarang",Positif,94.50%
8707,"Tempat ibada umat muslim yang RELIGIUS👍👍👍",Netral,99.76%
8708,"Rumah Allah❤❤❤",Netral,96.41%
8709,"Tempat Ibadah yang Representatif, Bersih, nyaman dan indah",Positif,99.97%
8710,"Kepada Mu ya ALLAH Ya Robb kubersujud.....",Positif,99.42%
8711,"Masyaallah 🥰",Negatif,99.97%
8712,"",Netral,0.00%
8713,"Indah nya",Positif,99.92%
8714,"Suasananya enak buat wisata religi",Positif,99.95%
8715,"Bangga sebagai warga Jawa Tengah. Semoga selalu dalam keberkahan.",Positif,99.99%
8716,"Tempat peribadatan yang indah , areanya juga besar, dan juga nyaman,",Positif,99.90%
8717,"Bagus",Positif,99.93%
8718,"masjid megah dengan payung raksasa ala madinah",Positif,99.41%
8719,"Karna banyak pengunjung dan ber ibadah di tempat ini",Positif,98.70%
8720,"Arsitektur dan bangunannya bagus, tapinkurang terawat",Negatif,75.77%
8721,"Cantik 😍",Positif,57.63%
8722,"Untuk ibadah ok...untuk piknik religi ok juga",Positif,99.85%
8723,"Masjid terbesar di Jawa Tengah, namun kebersihan agak kurang",Negatif,99.93%
8724,"Bngunan yg indah..taman yg bersih rapi",Positif,99.87%
8725,"Tempat yang sangat nyaman untuk beribadah",Positif,99.96%
8726,"Kalau ke Semarang jangan lewatkan mampir kr MAJT.",Netral,99.86%
8727,"naik ke observatorium, melihat kota semarang dari atas",Netral,99.61%
8728,"Wisata religi.... Menaranya bagus jg",Positif,99.92%
8729,"Abah Yai Dzikron Abdullah",Netral,97.71%
8730,"Tempatnya nyaman, pemandangannya indah...",Positif,99.98%
8731,"Besar dan megah kesan pertama yg saya tangkap.",Netral,99.93%
8732,"bagus, bersih dan luas masjidnya",Positif,99.98%
8733,"Beribadah.. Wisata religius dan berserah pada Tuhan",Positif,96.11%
8734,"Luas,nyaman",Positif,95.96%
8735,"Masjid kebanggan kaum muslim&seluruh masyarakat jateng",Positif,99.99%
8736,"Tempatnya indah,dan enak buat beribadah",Positif,99.97%
8737,"Wajib di kunjungi utk seorang muslim dan muslimah",Positif,99.07%
8738,"Masjid terbesar dan kebanggaan jawa tengah",Positif,98.60%
8739,"Tempat nya bersih, nyaman dan luas banget,",Positif,99.95%
8740,"Tempat ini berarti untk umat muslim di jateng dan indonesia",Positif,99.99%
8741,"toilet bersih,bs utk istirahat",Positif,98.01%
8742,"tempat beribadah yang cukup luas",Positif,91.84%
8743,"Ikon kebanggaan jawa tengah",Positif,99.98%
8744,"masjid yang sangat indah nan megah.",Positif,99.65%
8745,"Masjid yang terjamin bersih dan nyaman",Positif,99.95%
8746,"Masjidnya besar dan luas",Positif,99.83%
8747,"Masjid nya bagus,",Positif,99.98%
8748,"Bagus, semoga terus dirawat dengan baik",Positif,99.99%
8749,"Berasa sholat di Madinah. Masjid terbaik di Semarang",Positif,94.56%
8750,"tempat luas dan bisa wisata religi",Positif,99.87%
8751,"Salah satu tempat yg rindang terbesar di Indonesia",Positif,99.85%
8752,"Banyak tempat untuk istirahat. Nyaman",Positif,99.95%
8753,"Tempatnya Bagus dan nyaman untuk beribadah",Positif,99.98%
8754,"",Netral,0.00%
8755,"selain untuk ibadah juga buat wisata dong..",Netral,94.81%
8756,"Tempat favorit sholat dzuhur dan ashar",Netral,99.99%
8757,"Tempatnya sangat nyaman untuk shalat",Positif,99.91%
8758,"Luas parkir ok artistik",Positif,95.06%
8759,"Temptnya nyaman bersih sejuk dan aman",Positif,99.79%
8760,"aku sering kesini..apalagi naik menara nya..,menara ASMAUL HUSNA",Positif,99.48%
8761,"aku pernah ke sana tempat nya bagussssssssssss bangetttttttttttt",Positif,99.97%
8762,"Luas... Ada penginapan nya juga",Positif,73.31%
8763,"Semoga mukenanya bisa ditambah stoknya",Positif,99.85%
8764,"Mohon perawatan gedungnya ditingkatkan🙏🙏🙏",Negatif,97.96%
8765,"Masjid Yang Buat Ibadah enak.",Positif,99.96%
8766,"Masjid nya keren berasa di masjidilharam",Positif,99.98%
8767,"Masjid dengan arsitektur yang sangat indah dengan fasilitas yang lengkap",Positif,99.97%
8768,"Wow, sangat kagum, dan alhamdulillah bs sholat disini",Positif,99.99%
8769,"Masjidnya bagus dan bersih",Positif,99.97%
8770,"Sangat megah luar biasa masya Alloh",Positif,64.62%
8771,"Tempat wudlunya jauh muter2 jg..😔",Negatif,99.85%
